sample_id,R_score,I_score,A_score,S_score,E_score,C_score,R_norm,I_norm,A_norm,S_norm,E_norm,C_norm,r_CNTT,r_ATTT,r_MKT,r_TMDT,r_TTDPT,r_KETOAN,r_best,r_second,confidence,fit_quality,assigned_major,age,gender,education
3686,15.0,19.0,14.0,12.0,13.0,13.0,0.46875,0.59375,0.4375,0.375,0.40625,0.40625,0.66261065,0.4426245,-0.33610043,-0.50402963,0.014239716,-0.0860755,0.66261065,0.4426245,0.21998614,Great Fit,CNTT,25,1,2
7508,2.0,1.0,0.0,0.0,10.0,26.0,0.0625,0.03125,0.0,0.0,0.3125,0.8125,0.40729183,0.63269717,0.57217586,0.8749344,-0.23697314,0.9114241,0.9114241,0.8749344,0.036489725,Best Fit,KETOAN,49,2,2
3103,10.0,0.0,3.0,4.0,13.0,12.0,0.3125,0.0,0.09375,0.125,0.40625,0.375,-0.14051197,0.17425315,0.533611,0.86046416,-0.24230537,0.43336874,0.86046416,0.533611,0.32685313,Best Fit,TMDT,17,1,1
7264,10.0,12.0,7.0,16.0,13.0,21.0,0.3125,0.375,0.21875,0.5,0.40625,0.65625,0.34231237,0.6024618,0.4312665,0.6427182,-0.6508059,0.8420823,0.8420823,0.6427182,0.19936413,Best Fit,KETOAN,43,2,2
29341,11.0,22.0,16.0,5.0,2.0,21.0,0.34375,0.6875,0.5,0.15625,0.0625,0.65625,0.8684507,0.6428553,-0.31223783,-0.19089448,0.28657356,0.35310212,0.8684507,0.6428553,0.2255954,Best Fit,CNTT,69,2,4
18184,20.0,23.0,24.0,17.0,15.0,16.0,0.625,0.71875,0.75,0.53125,0.46875,0.5,0.22950767,-0.15886843,-0.6700668,-0.81915057,0.66471785,-0.5491011,0.66471785,0.22950767,0.4352102,Great Fit,TTDPT,17,1,2
27717,7.0,1.0,2.0,12.0,18.0,17.0,0.21875,0.03125,0.0625,0.375,0.5625,0.53125,-0.22615106,0.15024035,0.7331458,0.89988494,-0.52879983,0.6035818,0.89988494,0.7331458,0.16673915,Best Fit,TMDT,21,1,2
18474,24.0,28.0,16.0,12.0,10.0,26.0,0.75,0.875,0.5,0.375,0.3125,0.8125,0.9432328,0.8065359,-0.41266838,-0.15949434,-0.023566931,0.32291436,0.9432328,0.8065359,0.13669688,Best Fit,CNTT,34,2,4
5552,2.0,3.0,6.0,2.0,3.0,18.0,0.0625,0.09375,0.1875,0.0625,0.09375,0.5625,0.49649376,0.5649152,0.28266212,0.59953964,0.090867735,0.7910386,0.7910386,0.59953964,0.19149897,Best Fit,KETOAN,32,1,2
29067,8.0,19.0,7.0,13.0,2.0,13.0,0.25,0.59375,0.21875,0.40625,0.0625,0.40625,0.72248465,0.58363366,-0.38193715,-0.4068361,-0.30079117,0.254005,0.72248465,0.58363366,0.13885099,Great Fit,CNTT,34,1,3
25388,18.0,5.0,22.0,21.0,29.0,23.0,0.5625,0.15625,0.6875,0.65625,0.90625,0.71875,-0.6676085,-0.4325913,0.550416,0.6695237,0.1035109,0.1176612,0.6695237,0.550416,0.119107716,Great Fit,TMDT,22,1,4
16757,9.0,23.0,16.0,13.0,2.0,22.0,0.28125,0.71875,0.5,0.40625,0.0625,0.6875,0.7742379,0.5694049,-0.31978384,-0.2650204,0.1172746,0.3692571,0.7742379,0.5694049,0.20483296,Best Fit,CNTT,33,2,3
18481,0.0,0.0,9.0,3.0,4.0,14.0,0.0,0.0,0.28125,0.09375,0.125,0.4375,0.1206065,0.16023724,0.34625253,0.5581003,0.34643915,0.5795418,0.5795418,0.5581003,0.021441469,Good Fit,KETOAN,23,2,0
3272,19.0,23.0,10.0,27.0,26.0,27.0,0.59375,0.71875,0.3125,0.84375,0.8125,0.84375,0.18243127,0.5027503,0.5205352,0.54978293,-0.9489588,0.65310717,0.65310717,0.54978293,0.10332423,Great Fit,KETOAN,23,2,2
21532,23.0,25.0,21.0,26.0,22.0,28.0,0.71875,0.78125,0.65625,0.8125,0.6875,0.875,0.5679672,0.69730914,0.05477883,0.27283847,-0.59775716,0.69900703,0.69900703,0.69730914,0.0016978964,Great Fit,KETOAN,18,1,2
22330,16.0,25.0,6.0,13.0,20.0,11.0,0.5,0.78125,0.1875,0.40625,0.625,0.34375,0.3538924,0.4418106,0.21345578,-0.020102914,-0.6576911,0.1474653,0.4418106,0.3538924,0.08791822,Good Fit,ATTT,43,1,3
948,11.0,11.0,7.0,9.0,9.0,13.0,0.34375,0.34375,0.21875,0.28125,0.28125,0.40625,0.7953208,0.9347148,0.03784609,0.39208588,-0.5385623,0.70396507,0.9347148,0.7953208,0.13939402,Best Fit,ATTT,17,1,1
12585,17.0,22.0,4.0,24.0,14.0,24.0,0.53125,0.6875,0.125,0.75,0.4375,0.75,0.4820151,0.6630877,0.047640927,0.18544705,-0.86057645,0.54116136,0.6630877,0.54116136,0.12192638,Great Fit,ATTT,29,2,2
25085,0.0,0.0,19.0,6.0,2.0,1.0,0.0,0.0,0.59375,0.1875,0.0625,0.03125,-0.4936747,-0.72582245,-0.1976571,-0.3549508,0.8422384,-0.48252958,0.8422384,-0.1976571,1.0398955,Best Fit,TTDPT,17,2,2
22438,7.0,29.0,5.0,30.0,15.0,13.0,0.21875,0.90625,0.15625,0.9375,0.46875,0.40625,0.15851533,0.21264505,0.086432956,-0.2124983,-0.7059705,0.16567592,0.21264505,0.16567592,0.04696914,Good Fit,ATTT,19,2,0
28210,30.0,10.0,16.0,14.0,12.0,30.0,0.9375,0.3125,0.5,0.4375,0.375,0.9375,0.2937753,0.35895455,-0.28568846,0.29809773,0.09105972,0.2259753,0.35895455,0.29809773,0.060856838,Good Fit,ATTT,18,2,2
2262,22.0,1.0,9.0,17.0,26.0,24.0,0.6875,0.03125,0.28125,0.53125,0.8125,0.75,-0.33648983,-0.0048655816,0.4455822,0.7740315,-0.29898795,0.30555463,0.7740315,0.4455822,0.3284493,Best Fit,TMDT,21,1,2
16456,8.0,6.0,10.0,23.0,24.0,25.0,0.25,0.1875,0.3125,0.71875,0.75,0.78125,-0.3033469,0.021456914,0.7147951,0.7849245,-0.4484292,0.5814561,0.7849245,0.7147951,0.07012938,Best Fit,TMDT,23,1,1
12680,19.0,15.0,6.0,5.0,7.0,12.0,0.59375,0.46875,0.1875,0.15625,0.21875,0.375,0.6734549,0.6237251,-0.44184214,-0.14321907,-0.15278293,0.048002295,0.6734549,0.6237251,0.049729783,Great Fit,CNTT,20,1,2
10130,16.0,23.0,11.0,10.0,7.0,17.0,0.5,0.71875,0.34375,0.3125,0.21875,0.53125,0.93477315,0.7713624,-0.4196101,-0.31387833,-0.124039635,0.25613832,0.93477315,0.7713624,0.16341071,Best Fit,CNTT,41,1,2
5537,8.0,19.0,5.0,15.0,10.0,16.0,0.25,0.59375,0.15625,0.46875,0.3125,0.5,0.63369036,0.71622896,0.15983503,0.082193606,-0.7279276,0.6104024,0.71622896,0.63369036,0.0825386,Great Fit,ATTT,14,1,1
6738,13.0,8.0,4.0,13.0,16.0,28.0,0.40625,0.25,0.125,0.40625,0.5,0.875,0.31130964,0.6087274,0.4778556,0.83767045,-0.5029613,0.8351728,0.83767045,0.8351728,0.002497639,Best Fit,TMDT,18,1,2
24588,2.0,10.0,7.0,11.0,20.0,6.0,0.0625,0.3125,0.21875,0.34375,0.625,0.1875,-0.41133735,-0.21067461,0.82166505,0.40243852,-0.38188437,0.19036771,0.82166505,0.40243852,0.41922653,Best Fit,MKT,16,2,2
22544,20.0,21.0,26.0,19.0,15.0,14.0,0.625,0.65625,0.8125,0.59375,0.46875,0.4375,-0.16644968,-0.5341341,-0.68144715,-0.86363345,0.74584574,-0.77759683,0.74584574,-0.16644968,0.9122954,Best Fit,TTDPT,42,1,4
24547,9.0,18.0,4.0,9.0,0.0,5.0,0.28125,0.5625,0.125,0.28125,0.0,0.15625,0.6078697,0.4184674,-0.56933033,-0.6653648,-0.2597313,-0.1152697,0.6078697,0.4184674,0.18940227,Great Fit,CNTT,13,2,1
2322,18.0,18.0,3.0,19.0,14.0,16.0,0.5625,0.5625,0.09375,0.59375,0.4375,0.5,0.33009607,0.5315678,-0.028161652,0.09479046,-0.9154919,0.28568837,0.5315678,0.33009607,0.20147176,Good Fit,ATTT,17,1,1
9061,4.0,24.0,11.0,12.0,8.0,17.0,0.125,0.75,0.34375,0.375,0.25,0.53125,0.7200406,0.60823905,0.080733836,-0.12135759,-0.20289423,0.5052288,0.7200406,0.60823905,0.111801565,Great Fit,CNTT,38,2,3
11681,18.0,32.0,20.0,25.0,20.0,25.0,0.5625,1.0,0.625,0.78125,0.625,0.78125,0.650402,0.577344,0.015551973,-0.20881209,-0.42168483,0.41244283,0.650402,0.577344,0.07305798,Great Fit,CNTT,17,1,3
5595,8.0,10.0,6.0,10.0,14.0,16.0,0.25,0.3125,0.1875,0.3125,0.4375,0.5,0.2927838,0.6118716,0.78305656,0.89583886,-0.624261,0.9234235,0.9234235,0.89583886,0.02758462,Best Fit,KETOAN,24,1,2
3286,4.0,3.0,10.0,0.0,3.0,0.0,0.125,0.09375,0.3125,0.0,0.09375,0.0,-0.26588738,-0.54963434,-0.2962595,-0.4359376,0.9189884,-0.6096525,0.9189884,-0.26588738,1.1848757,Best Fit,TTDPT,30,2,0
5695,8.0,26.0,10.0,8.0,4.0,10.0,0.25,0.8125,0.3125,0.25,0.125,0.3125,0.7387098,0.51390964,-0.3007307,-0.50200725,-0.068098426,0.10020191,0.7387098,0.51390964,0.22480017,Best Fit,CNTT,54,1,4
15256,3.0,14.0,25.0,9.0,3.0,0.0,0.09375,0.4375,0.78125,0.28125,0.09375,0.0,-0.17405543,-0.5167651,-0.3757426,-0.6976038,0.729,-0.5574777,0.729,-0.17405543,0.9030554,Best Fit,TTDPT,48,1,2
4495,12.0,5.0,10.0,15.0,11.0,18.0,0.375,0.15625,0.3125,0.46875,0.34375,0.5625,-0.1492109,0.07350003,0.17077796,0.5707521,-0.1822334,0.4134341,0.5707521,0.4134341,0.15731798,Good Fit,TMDT,17,1,2
26078,13.0,18.0,26.0,12.0,5.0,11.0,0.40625,0.5625,0.8125,0.375,0.15625,0.34375,0.12129783,-0.2644896,-0.61921346,-0.7210033,0.8042991,-0.46619564,0.8042991,0.12129783,0.6830013,Best Fit,TTDPT,34,1,2
22841,5.0,8.0,20.0,14.0,7.0,4.0,0.15625,0.25,0.625,0.4375,0.21875,0.125,-0.5416962,-0.7812847,-0.2683276,-0.54993355,0.6494137,-0.5954215,0.6494137,-0.2683276,0.9177413,Great Fit,TTDPT,19,2,2
24451,21.0,19.0,14.0,3.0,6.0,14.0,0.65625,0.59375,0.4375,0.09375,0.1875,0.4375,0.6818325,0.4680521,-0.5559811,-0.33221105,0.3189688,-0.08403017,0.6818325,0.4680521,0.21378039,Great Fit,CNTT,33,2,2
20669,18.0,24.0,10.0,22.0,8.0,20.0,0.5625,0.75,0.3125,0.6875,0.25,0.625,0.6233248,0.57768315,-0.44810298,-0.3369764,-0.50760424,0.21091166,0.6233248,0.57768315,0.045641646,Great Fit,CNTT,31,2,3
11268,3.0,30.0,2.0,20.0,14.0,11.0,0.09375,0.9375,0.0625,0.625,0.4375,0.34375,0.3683964,0.40356657,0.20484936,-0.13313952,-0.6701632,0.3034611,0.40356657,0.3683964,0.03517017,Good Fit,ATTT,14,2,1
24108,20.0,13.0,9.0,12.0,14.0,13.0,0.625,0.40625,0.28125,0.375,0.4375,0.40625,0.15193334,0.2863174,-0.23928861,0.080085866,-0.38646123,-0.098961204,0.2863174,0.15193334,0.13438407,Good Fit,ATTT,51,1,3
7083,13.0,14.0,12.0,13.0,8.0,21.0,0.40625,0.4375,0.375,0.40625,0.25,0.65625,0.7175612,0.7065824,-0.16695261,0.20387578,-0.080534756,0.63033485,0.7175612,0.7065824,0.010978781,Great Fit,CNTT,20,2,2
9460,8.0,23.0,3.0,9.0,17.0,21.0,0.25,0.71875,0.09375,0.28125,0.53125,0.65625,0.7069594,0.8579275,0.51910883,0.46185866,-0.6369483,0.8161236,0.8579275,0.8161236,0.041803863,Best Fit,ATTT,21,2,2
28990,0.0,0.0,0.0,7.0,7.0,13.0,0.0,0.0,0.0,0.21875,0.21875,0.40625,0.055737376,0.3536872,0.63697076,0.8255249,-0.4651292,0.8051676,0.8255249,0.8051676,0.020357259,Best Fit,TMDT,17,2,2
12281,4.0,12.0,0.0,12.0,8.0,4.0,0.125,0.375,0.0,0.375,0.25,0.125,0.08757381,0.20466717,0.16400999,-0.12919705,-0.822282,0.12313951,0.20466717,0.16400999,0.040657174,Good Fit,ATTT,19,1,2
29929,2.0,5.0,22.0,10.0,0.0,0.0,0.0625,0.15625,0.6875,0.3125,0.0,0.0,-0.38692397,-0.6854359,-0.41797623,-0.62004936,0.77689916,-0.60210884,0.77689916,-0.38692397,1.1638231,Best Fit,TTDPT,18,3,1
19534,0.0,4.0,1.0,18.0,6.0,27.0,0.0,0.125,0.03125,0.5625,0.1875,0.84375,0.2261312,0.42846906,0.34467188,0.5522278,-0.44528738,0.75159335,0.75159335,0.5522278,0.19936556,Best Fit,KETOAN,26,2,2
8217,7.0,29.0,6.0,12.0,3.0,13.0,0.21875,0.90625,0.1875,0.375,0.09375,0.40625,0.7591183,0.61989254,-0.22391018,-0.3822746,-0.3279397,0.260084,0.7591183,0.61989254,0.13922574,Best Fit,CNTT,21,2,3
1844,23.0,30.0,27.0,8.0,12.0,25.0,0.71875,0.9375,0.84375,0.25,0.375,0.78125,0.74232984,0.47171494,-0.3760436,-0.27777556,0.49819985,0.09685158,0.74232984,0.49819985,0.24412996,Best Fit,CNTT,27,2,2
1360,0.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0625,0.28125,0.15625,0.03125,0.0,-0.4812281,-0.73472065,-0.27471226,-0.5401192,0.68672514,-0.552829,0.68672514,-0.27471226,0.9614374,Great Fit,TTDPT,16,2,2
15711,20.0,31.0,19.0,4.0,3.0,25.0,0.625,0.96875,0.59375,0.125,0.09375,0.78125,0.8968275,0.66942465,-0.41117108,-0.26424167,0.24100742,0.23565069,0.8968275,0.66942465,0.22740288,Best Fit,CNTT,38,2,3
4492,1.0,22.0,19.0,23.0,27.0,19.0,0.03125,0.6875,0.59375,0.71875,0.84375,0.59375,-0.16326044,-0.07081602,0.7213078,0.29607677,-0.22679405,0.38607508,0.7213078,0.38607508,0.33523273,Great Fit,MKT,50,2,2
3453,9.0,30.0,1.0,20.0,5.0,19.0,0.28125,0.9375,0.03125,0.625,0.15625,0.59375,0.6829615,0.6783316,-0.114534885,-0.17541093,-0.6281554,0.41470084,0.6829615,0.6783316,0.004629912,Great Fit,CNTT,18,2,2
10823,18.0,29.0,23.0,15.0,11.0,19.0,0.5625,0.90625,0.71875,0.46875,0.34375,0.59375,0.68653405,0.36023092,-0.5024237,-0.60185844,0.33982626,-0.053323958,0.68653405,0.36023092,0.32630315,Great Fit,CNTT,37,1,3
3578,3.0,5.0,31.0,20.0,8.0,12.0,0.09375,0.15625,0.96875,0.625,0.25,0.375,-0.47676888,-0.6470684,-0.113032706,-0.2382261,0.6669759,-0.29653975,0.6669759,-0.113032706,0.7800086,Great Fit,TTDPT,27,2,3
6364,8.0,6.0,7.0,17.0,12.0,17.0,0.25,0.1875,0.21875,0.53125,0.375,0.53125,-0.16401328,0.117095776,0.41183612,0.59412336,-0.506535,0.54136884,0.59412336,0.54136884,0.05275452,Good Fit,TMDT,16,1,2
21656,12.0,12.0,20.0,18.0,28.0,18.0,0.375,0.375,0.625,0.5625,0.875,0.5625,-0.61707705,-0.4095526,0.8302428,0.6319194,0.02531137,0.19040707,0.8302428,0.6319194,0.19832344,Best Fit,MKT,21,2,2
6001,14.0,15.0,12.0,11.0,10.0,16.0,0.4375,0.46875,0.375,0.34375,0.3125,0.5,0.93981934,0.8408141,-0.33102372,-0.013138972,-0.027883483,0.4671463,0.93981934,0.8408141,0.09900523,Best Fit,CNTT,18,2,2
11764,12.0,8.0,8.0,20.0,10.0,28.0,0.375,0.25,0.25,0.625,0.3125,0.875,0.22697634,0.42429453,0.16251208,0.52309656,-0.37853393,0.6562046,0.6562046,0.52309656,0.133108,Great Fit,KETOAN,65,2,3
24133,6.0,5.0,14.0,10.0,4.0,2.0,0.1875,0.15625,0.4375,0.3125,0.125,0.0625,-0.5746585,-0.8324568,-0.4827507,-0.669604,0.6811437,-0.7702717,0.6811437,-0.4827507,1.1638944,Great Fit,TTDPT,18,1,2
22959,22.0,24.0,17.0,29.0,16.0,30.0,0.6875,0.75,0.53125,0.90625,0.5,0.9375,0.4580321,0.53336304,-0.19536503,0.054038286,-0.5099463,0.46837464,0.53336304,0.46837464,0.06498837,Good Fit,ATTT,27,1,3
23374,11.0,18.0,5.0,26.0,16.0,26.0,0.34375,0.5625,0.15625,0.8125,0.5,0.8125,0.2678735,0.5036379,0.3249496,0.40339038,-0.7999012,0.67092097,0.67092097,0.5036379,0.16728307,Great Fit,KETOAN,19,2,2
11750,12.0,1.0,5.0,19.0,25.0,24.0,0.375,0.03125,0.15625,0.59375,0.78125,0.75,-0.30235848,0.066835195,0.6641661,0.85842407,-0.48436004,0.5252617,0.85842407,0.6641661,0.194258,Best Fit,TMDT,17,1,2
19789,18.0,12.0,15.0,26.0,21.0,28.0,0.5625,0.375,0.46875,0.8125,0.65625,0.875,-0.16651867,0.12317732,0.36959785,0.6495517,-0.43541506,0.52406925,0.6495517,0.52406925,0.12548248,Great Fit,TMDT,43,2,3
7868,8.0,13.0,13.0,18.0,17.0,16.0,0.25,0.40625,0.40625,0.5625,0.53125,0.5,-0.27688813,-0.07378059,0.70247185,0.47240588,-0.39700451,0.47840142,0.70247185,0.47840142,0.22407041,Great Fit,MKT,17,2,2
1750,0.0,2.0,24.0,8.0,11.0,0.0,0.0,0.0625,0.75,0.25,0.34375,0.0,-0.6416795,-0.8013847,0.07897601,-0.21010688,0.728677,-0.4678893,0.728677,0.07897601,0.649701,Best Fit,TTDPT,25,2,4
8012,14.0,21.0,8.0,21.0,15.0,19.0,0.4375,0.65625,0.25,0.65625,0.46875,0.59375,0.4413399,0.5967909,0.13538922,0.104145125,-0.88003457,0.50539297,0.5967909,0.50539297,0.091397986,Good Fit,ATTT,14,2,1
18335,13.0,14.0,17.0,3.0,3.0,3.0,0.40625,0.4375,0.53125,0.09375,0.09375,0.09375,0.18539603,-0.17686914,-0.6676415,-0.7428238,0.70931864,-0.60215026,0.70931864,0.18539603,0.5239226,Great Fit,TTDPT,39,1,4
24609,13.0,6.0,10.0,22.0,16.0,22.0,0.40625,0.1875,0.3125,0.6875,0.5,0.6875,-0.26396486,0.02192391,0.3369656,0.59610546,-0.42233643,0.43147197,0.59610546,0.43147197,0.16463348,Good Fit,TMDT,29,2,3
9259,0.0,0.0,15.0,6.0,1.0,0.0,0.0,0.0,0.46875,0.1875,0.03125,0.0,-0.5270998,-0.7618799,-0.25178856,-0.42236617,0.79714507,-0.53665495,0.79714507,-0.25178856,1.0489336,Best Fit,TTDPT,34,2,4
17905,5.0,14.0,29.0,14.0,12.0,5.0,0.15625,0.4375,0.90625,0.4375,0.375,0.15625,-0.40375072,-0.6677089,-0.12133654,-0.48143205,0.72484833,-0.50090665,0.72484833,-0.12133654,0.84618485,Great Fit,TTDPT,16,2,1
5103,3.0,5.0,13.0,17.0,17.0,17.0,0.09375,0.15625,0.40625,0.53125,0.53125,0.53125,-0.42910472,-0.22297703,0.6817289,0.61222285,-0.10864879,0.43063444,0.6817289,0.61222285,0.06950608,Great Fit,MKT,13,2,1
902,11.0,19.0,9.0,12.0,3.0,15.0,0.34375,0.59375,0.28125,0.375,0.09375,0.46875,0.82646775,0.6633329,-0.46692792,-0.38613284,-0.18442993,0.2670036,0.82646775,0.6633329,0.16313487,Best Fit,CNTT,47,2,4
21608,8.0,12.0,29.0,10.0,15.0,11.0,0.25,0.375,0.90625,0.3125,0.46875,0.34375,-0.33367497,-0.55658346,0.03877259,-0.18779534,0.8672882,-0.31224975,0.8672882,0.03877259,0.8285156,Best Fit,TTDPT,23,1,2
17372,19.0,11.0,8.0,17.0,20.0,23.0,0.59375,0.34375,0.25,0.53125,0.625,0.71875,0.058266267,0.41264746,0.42946708,0.7851222,-0.62275887,0.5847477,0.7851222,0.5847477,0.20037454,Best Fit,TMDT,18,1,2
27038,18.0,31.0,12.0,18.0,14.0,18.0,0.5625,0.96875,0.375,0.5625,0.4375,0.5625,0.7408802,0.65111977,-0.22281457,-0.35513172,-0.46660602,0.20371938,0.7408802,0.65111977,0.089760385,Best Fit,CNTT,16,1,1
206,12.0,6.0,0.0,15.0,22.0,12.0,0.375,0.1875,0.0,0.46875,0.6875,0.375,-0.32087108,0.058931448,0.62160224,0.65367234,-0.7542329,0.3132248,0.65367234,0.62160224,0.03207009,Great Fit,TMDT,30,2,4
961,12.0,12.0,16.0,9.0,11.0,7.0,0.375,0.375,0.5,0.28125,0.34375,0.21875,-0.28225297,-0.5779341,-0.367783,-0.6036578,0.78179735,-0.7406227,0.78179735,-0.28225297,1.0640503,Best Fit,TTDPT,16,2,1
19046,1.0,5.0,22.0,11.0,10.0,2.0,0.03125,0.15625,0.6875,0.34375,0.3125,0.0625,-0.6208161,-0.79655397,0.029869111,-0.29371458,0.67414576,-0.471474,0.67414576,0.029869111,0.6442767,Great Fit,TTDPT,30,1,3
18247,2.0,1.0,8.0,15.0,23.0,7.0,0.0625,0.03125,0.25,0.46875,0.71875,0.21875,-0.7276765,-0.46570468,0.7542364,0.53445226,-0.25542605,0.0973588,0.7542364,0.53445226,0.21978416,Best Fit,MKT,17,2,2
7330,16.0,18.0,13.0,9.0,12.0,18.0,0.5,0.5625,0.40625,0.28125,0.375,0.5625,0.92801875,0.8435745,-0.13512146,0.09600357,0.023394525,0.46695483,0.92801875,0.8435745,0.084444225,Best Fit,CNTT,21,2,2
7067,12.0,20.0,14.0,10.0,16.0,16.0,0.375,0.625,0.4375,0.3125,0.5,0.5,0.6843608,0.62904596,0.3715846,0.16380474,-0.07449325,0.50771064,0.6843608,0.62904596,0.05531484,Great Fit,CNTT,22,2,2
9864,7.0,9.0,11.0,12.0,14.0,10.0,0.21875,0.28125,0.34375,0.375,0.4375,0.3125,-0.61455727,-0.4337243,0.7778937,0.44512957,-0.1295037,0.16370104,0.7778937,0.44512957,0.33276412,Best Fit,MKT,32,1,3
9860,10.0,14.0,10.0,2.0,11.0,12.0,0.3125,0.4375,0.3125,0.0625,0.34375,0.375,0.6793582,0.60836774,0.20708787,0.21744373,0.16815633,0.39705446,0.6793582,0.60836774,0.07099044,Great Fit,CNTT,15,1,1
6885,5.0,19.0,5.0,11.0,13.0,22.0,0.15625,0.59375,0.15625,0.34375,0.40625,0.6875,0.69469947,0.83159876,0.50157297,0.48954362,-0.5585932,0.9149038,0.9149038,0.83159876,0.08330508,Best Fit,KETOAN,18,2,2
9130,1.0,18.0,6.0,16.0,7.0,19.0,0.03125,0.5625,0.1875,0.5,0.21875,0.59375,0.53080356,0.57256496,0.23402381,0.14209934,-0.4694992,0.6750745,0.6750745,0.57256496,0.10250957,Great Fit,KETOAN,55,3,1
2034,0.0,2.0,8.0,14.0,15.0,28.0,0.0,0.0625,0.25,0.4375,0.46875,0.875,0.037525136,0.27049848,0.63885254,0.7977601,-0.22295387,0.7860886,0.7977601,0.7860886,0.011671532,Best Fit,TMDT,51,2,2
4508,7.0,13.0,3.0,8.0,21.0,8.0,0.21875,0.40625,0.09375,0.25,0.65625,0.25,-0.060304113,0.19095372,0.77162015,0.5031745,-0.61089665,0.34425107,0.77162015,0.5031745,0.26844567,Best Fit,MKT,14,1,1
20281,23.0,8.0,12.0,10.0,6.0,24.0,0.71875,0.25,0.375,0.3125,0.1875,0.75,0.3965837,0.417262,-0.3711776,0.20520723,0.1167232,0.23500594,0.417262,0.3965837,0.020678291,Good Fit,ATTT,47,2,4
23074,8.0,10.0,4.0,15.0,29.0,22.0,0.25,0.3125,0.125,0.46875,0.90625,0.6875,-0.101376176,0.26304695,0.9122777,0.89558554,-0.62010497,0.68610847,0.9122777,0.89558554,0.016692126,Best Fit,MKT,20,2,2
1947,6.0,7.0,4.0,6.0,19.0,27.0,0.1875,0.21875,0.125,0.1875,0.59375,0.84375,0.29984638,0.5787778,0.74899095,0.9529721,-0.35670727,0.9183513,0.9529721,0.9183513,0.03462078,Best Fit,TMDT,23,1,2
1663,5.0,0.0,7.0,11.0,13.0,15.0,0.15625,0.0,0.21875,0.34375,0.40625,0.46875,-0.34507757,-0.053065173,0.6393029,0.8208412,-0.1926792,0.51904434,0.8208412,0.6393029,0.18153828,Best Fit,TMDT,25,2,4
2043,19.0,7.0,4.0,19.0,7.0,25.0,0.59375,0.21875,0.125,0.59375,0.21875,0.78125,0.25292012,0.4361825,-0.14018065,0.33728316,-0.4398326,0.41690004,0.4361825,0.41690004,0.019282449,Good Fit,ATTT,16,1,2
8325,18.0,24.0,15.0,4.0,15.0,17.0,0.5625,0.75,0.46875,0.125,0.46875,0.53125,0.74570024,0.61854136,-0.043252654,-0.027935158,0.13292545,0.22947535,0.74570024,0.61854136,0.12715888,Best Fit,CNTT,16,1,1
23184,4.0,11.0,14.0,22.0,20.0,30.0,0.125,0.34375,0.4375,0.6875,0.625,0.9375,0.010860639,0.22389184,0.64872766,0.6933691,-0.28448176,0.7552311,0.7552311,0.6933691,0.061861992,Best Fit,KETOAN,30,2,2
13080,16.0,3.0,5.0,24.0,23.0,25.0,0.5,0.09375,0.15625,0.75,0.71875,0.78125,-0.28641373,0.072297096,0.4783931,0.7252202,-0.5672871,0.44506335,0.7252202,0.4783931,0.24682708,Great Fit,TMDT,20,1,2
16013,0.0,25.0,3.0,20.0,12.0,9.0,0.0,0.78125,0.09375,0.625,0.375,0.28125,0.24495018,0.27580768,0.22348307,-0.1495821,-0.6220164,0.2643108,0.27580768,0.2643108,0.011496868,Good Fit,ATTT,16,2,1
1231,0.0,3.0,6.0,16.0,14.0,15.0,0.0,0.09375,0.1875,0.5,0.4375,0.46875,-0.31121427,-0.04636367,0.6848178,0.64060354,-0.39527056,0.5394899,0.6848178,0.64060354,0.044214293,Great Fit,MKT,28,2,2
18998,22.0,18.0,8.0,7.0,16.0,24.0,0.6875,0.5625,0.25,0.21875,0.5,0.75,0.70696753,0.83358806,0.107086666,0.4678992,-0.30981955,0.57574314,0.83358806,0.70696753,0.12662052,Best Fit,ATTT,40,2,3
6870,22.0,18.0,9.0,15.0,14.0,17.0,0.6875,0.5625,0.28125,0.46875,0.4375,0.53125,0.5064113,0.6080151,-0.3072863,-3.4791907e-18,-0.57265246,0.13755397,0.6080151,0.5064113,0.10160382,Great Fit,ATTT,16,1,2
26309,2.0,17.0,11.0,20.0,11.0,20.0,0.0625,0.53125,0.34375,0.625,0.34375,0.625,0.26484454,0.32082874,0.3289913,0.18097462,-0.36839905,0.5980078,0.5980078,0.3289913,0.26901653,Good Fit,KETOAN,28,1,3
19949,14.0,4.0,6.0,21.0,15.0,28.0,0.4375,0.125,0.1875,0.65625,0.46875,0.875,-0.005405151,0.28367588,0.3181899,0.6794057,-0.45720455,0.59513754,0.6794057,0.59513754,0.08426811,Great Fit,TMDT,21,2,2
26961,16.0,21.0,22.0,21.0,23.0,26.0,0.5,0.65625,0.6875,0.65625,0.71875,0.8125,0.17816228,0.29509214,0.7168186,0.6500364,-0.04747378,0.78732127,0.78732127,0.7168186,0.07050274,Best Fit,KETOAN,33,2,2
16932,14.0,15.0,20.0,14.0,12.0,15.0,0.4375,0.46875,0.625,0.4375,0.375,0.46875,0.032410637,-0.30158427,-0.44806215,-0.47396547,0.90096045,-0.31675678,0.90096045,0.032410637,0.8685498,Best Fit,TTDPT,30,1,3
