sample_id,R_score,I_score,A_score,S_score,E_score,C_score,R_norm,I_norm,A_norm,S_norm,E_norm,C_norm,r_CNTT,r_ATTT,r_MKT,r_TMDT,r_TTDPT,r_KETOAN,r_best,r_second,confidence,fit_quality,assigned_major,age,gender,education
29006,8.0,12.0,2.0,2.0,0.0,4.0,0.25,0.375,0.0625,0.0625,0.0,0.125,0.7722497,0.5955219,-0.5365334,-0.49638394,-0.15448986,-0.026023008,0.7722497,0.5955219,0.17672776,Best Fit,CNTT,30,1,4
5255,14.0,29.0,1.0,7.0,2.0,23.0,0.4375,0.90625,0.03125,0.21875,0.0625,0.71875,0.96059126,0.91772825,-0.18321443,-0.048286416,-0.39126295,0.51775163,0.96059126,0.91772825,0.042863008,Best Fit,CNTT,28,2,1
24329,22.0,15.0,26.0,15.0,13.0,4.0,0.6875,0.46875,0.8125,0.46875,0.40625,0.125,-0.44492313,-0.7154125,-0.6162856,-0.73987156,0.6780933,-0.9467807,0.6780933,-0.44492313,1.1230165,Great Fit,TTDPT,26,1,2
21834,20.0,12.0,7.0,12.0,22.0,20.0,0.625,0.375,0.21875,0.375,0.6875,0.625,0.10682429,0.43517435,0.48376706,0.7631608,-0.55091983,0.48863697,0.7631608,0.48863697,0.27452385,Best Fit,TMDT,16,1,2
20224,15.0,15.0,14.0,13.0,9.0,16.0,0.46875,0.46875,0.4375,0.40625,0.28125,0.5,0.713874,0.51040095,-0.6710546,-0.3441665,0.20889968,0.1251139,0.713874,0.51040095,0.20347308,Great Fit,CNTT,20,1,4
5175,9.0,11.0,9.0,8.0,12.0,13.0,0.28125,0.34375,0.28125,0.25,0.375,0.40625,0.53611505,0.7172672,0.72734237,0.7895803,-0.27809212,0.8921386,0.8921386,0.7895803,0.102558315,Best Fit,KETOAN,15,1,1
25538,6.0,22.0,19.0,20.0,14.0,26.0,0.1875,0.6875,0.59375,0.625,0.4375,0.8125,0.42293313,0.38809568,0.28387073,0.17042185,-0.06424555,0.6353928,0.6353928,0.42293313,0.21245965,Great Fit,KETOAN,42,3,4
5141,1.0,4.0,10.0,10.0,8.0,18.0,0.03125,0.125,0.3125,0.3125,0.25,0.5625,0.08013204,0.19311355,0.4655252,0.59477323,0.03700505,0.6852915,0.6852915,0.59477323,0.0905183,Great Fit,KETOAN,13,2,1
6216,3.0,2.0,5.0,13.0,14.0,24.0,0.09375,0.0625,0.15625,0.40625,0.4375,0.75,0.031485934,0.31087717,0.63600487,0.8419048,-0.34725794,0.79161566,0.8419048,0.79161566,0.050289147,Best Fit,TMDT,29,2,2
10866,14.0,18.0,25.0,31.0,30.0,25.0,0.4375,0.5625,0.78125,0.96875,0.9375,0.78125,-0.58725345,-0.40545958,0.6442745,0.42428073,-0.15408361,0.2218874,0.6442745,0.42428073,0.21999376,Great Fit,MKT,58,2,4
8986,0.0,8.0,14.0,10.0,18.0,32.0,0.0,0.25,0.4375,0.3125,0.5625,1.0,0.2120516,0.37008205,0.67843217,0.78123504,-0.03488427,0.8424791,0.8424791,0.78123504,0.061244026,Best Fit,KETOAN,24,2,2
2960,15.0,23.0,13.0,20.0,19.0,21.0,0.46875,0.71875,0.40625,0.625,0.59375,0.65625,0.54002696,0.69036674,0.3934334,0.2580706,-0.80070305,0.6819934,0.69036674,0.6819934,0.008373305,Great Fit,ATTT,64,1,3
24691,3.0,5.0,13.0,17.0,23.0,12.0,0.09375,0.15625,0.40625,0.53125,0.71875,0.375,-0.66142493,-0.4361303,0.78117114,0.5483407,-0.1472109,0.19180381,0.78117114,0.5483407,0.23283046,Best Fit,MKT,16,1,1
27774,25.0,24.0,12.0,22.0,17.0,18.0,0.78125,0.75,0.375,0.6875,0.53125,0.5625,0.3696623,0.42168128,-0.4039216,-0.2948202,-0.66958565,-0.06819049,0.42168128,0.3696623,0.052018974,Good Fit,ATTT,17,3,2
13306,25.0,18.0,30.0,24.0,12.0,15.0,0.78125,0.5625,0.9375,0.75,0.375,0.46875,-0.3179238,-0.6104643,-0.8216669,-0.7734016,0.68318063,-0.798859,0.68318063,-0.3179238,1.0011045,Great Fit,TTDPT,22,1,3
18072,17.0,19.0,10.0,21.0,14.0,15.0,0.53125,0.59375,0.3125,0.65625,0.4375,0.46875,0.19667831,0.28954148,-0.23551504,-0.25623074,-0.801002,0.029435541,0.28954148,0.19667831,0.09286317,Good Fit,ATTT,38,2,2
27260,7.0,3.0,5.0,13.0,11.0,31.0,0.21875,0.09375,0.15625,0.40625,0.34375,0.96875,0.2579523,0.4878467,0.41210458,0.7580657,-0.29429892,0.81208295,0.81208295,0.7580657,0.054017268,Best Fit,KETOAN,23,2,3
4572,8.0,16.0,11.0,10.0,10.0,14.0,0.25,0.5,0.34375,0.3125,0.3125,0.4375,0.78871113,0.6906342,0.17332344,0.020742634,-0.1309463,0.6089948,0.78871113,0.6906342,0.09807693,Best Fit,CNTT,29,2,3
9629,21.0,25.0,11.0,28.0,13.0,18.0,0.65625,0.78125,0.34375,0.875,0.40625,0.5625,0.26939422,0.2829919,-0.40937373,-0.40657085,-0.6553536,-0.030364832,0.2829919,0.26939422,0.01359769,Good Fit,ATTT,21,2,3
6713,7.0,14.0,12.0,20.0,19.0,16.0,0.21875,0.4375,0.375,0.625,0.59375,0.5,-0.2822139,-0.06176592,0.7071096,0.4331218,-0.5164681,0.4380071,0.7071096,0.4380071,0.26910248,Great Fit,MKT,27,1,4
22760,10.0,8.0,1.0,5.0,8.0,8.0,0.3125,0.25,0.03125,0.15625,0.25,0.25,0.45148113,0.66710544,0.12587045,0.35559636,-0.6949653,0.37448412,0.66710544,0.45148113,0.21562433,Great Fit,ATTT,28,1,3
18252,2.0,6.0,10.0,14.0,14.0,9.0,0.0625,0.1875,0.3125,0.4375,0.4375,0.28125,-0.59570074,-0.42755577,0.6636488,0.37148517,-0.16699442,0.17791833,0.6636488,0.37148517,0.29216364,Great Fit,MKT,21,2,2
15276,8.0,0.0,21.0,10.0,15.0,8.0,0.25,0.0,0.65625,0.3125,0.46875,0.25,-0.754672,-0.77711844,0.19609322,0.14147061,0.6646166,-0.34025213,0.6646166,0.19609322,0.46852338,Great Fit,TTDPT,28,2,3
19845,14.0,8.0,16.0,22.0,24.0,20.0,0.4375,0.25,0.5,0.6875,0.75,0.625,-0.64414173,-0.34713808,0.62856376,0.6759418,-0.22349367,0.24130467,0.6759418,0.62856376,0.04737808,Great Fit,TMDT,22,2,2
11559,11.0,4.0,5.0,22.0,9.0,28.0,0.34375,0.125,0.15625,0.6875,0.28125,0.875,0.09754378,0.31930113,0.16461918,0.5127602,-0.4200404,0.5775282,0.5775282,0.5127602,0.064767934,Good Fit,KETOAN,22,2,4
22104,18.0,24.0,3.0,19.0,12.0,28.0,0.5625,0.75,0.09375,0.59375,0.375,0.875,0.73663193,0.87542486,0.025636416,0.24950664,-0.72091585,0.6720951,0.87542486,0.73663193,0.13879293,Best Fit,ATTT,17,2,2
28757,9.0,16.0,23.0,15.0,15.0,11.0,0.28125,0.5,0.71875,0.46875,0.46875,0.34375,-0.3417194,-0.57887894,0.023315193,-0.38219494,0.64858603,-0.3616454,0.64858603,0.023315193,0.62527084,Great Fit,TTDPT,22,2,4
3939,10.0,21.0,9.0,22.0,18.0,20.0,0.3125,0.65625,0.28125,0.6875,0.5625,0.625,0.27574417,0.46530318,0.4544575,0.28797174,-0.81298363,0.6187355,0.6187355,0.46530318,0.15343234,Great Fit,KETOAN,21,2,2
18046,0.0,2.0,5.0,1.0,11.0,0.0,0.0,0.0625,0.15625,0.03125,0.34375,0.0,-0.52789235,-0.41953033,0.71319497,0.35886073,0.099871255,-0.047574565,0.71319497,0.35886073,0.35433424,Great Fit,MKT,20,2,3
15806,2.0,0.0,8.0,7.0,16.0,19.0,0.0625,0.0,0.25,0.21875,0.5,0.59375,-0.13116737,0.12556039,0.784801,0.9176138,-0.082869336,0.6896418,0.9176138,0.784801,0.13281281,Best Fit,TMDT,18,2,2
21173,0.0,7.0,15.0,2.0,0.0,0.0,0.0,0.21875,0.46875,0.0625,0.0,0.0,-0.06679945,-0.41451716,-0.32958925,-0.5953157,0.8129061,-0.4415052,0.8129061,-0.06679945,0.87970555,Best Fit,TTDPT,16,2,1
23657,8.0,29.0,11.0,18.0,3.0,14.0,0.25,0.90625,0.34375,0.5625,0.09375,0.4375,0.61380273,0.43265474,-0.34028143,-0.5223763,-0.23006698,0.12475616,0.61380273,0.43265474,0.18114796,Great Fit,CNTT,35,2,3
24506,12.0,18.0,21.0,9.0,14.0,8.0,0.375,0.5625,0.65625,0.28125,0.4375,0.25,-0.04358289,-0.33973652,-0.16160718,-0.51273954,0.67367387,-0.47291198,0.67367387,-0.04358289,0.7172568,Great Fit,TTDPT,18,1,2
10834,0.0,0.0,14.0,2.0,1.0,1.0,0.0,0.0,0.4375,0.0625,0.03125,0.03125,-0.38402572,-0.6351138,-0.1928546,-0.3176385,0.9175586,-0.43043855,0.9175586,-0.1928546,1.1104132,Best Fit,TTDPT,33,1,4
10101,13.0,7.0,17.0,2.0,16.0,19.0,0.40625,0.21875,0.53125,0.0625,0.5,0.59375,0.1102183,0.14768982,0.35698214,0.5933058,0.49083263,0.34983742,0.5933058,0.49083263,0.10247319,Good Fit,TMDT,24,1,2
27776,23.0,22.0,22.0,10.0,11.0,22.0,0.71875,0.6875,0.6875,0.3125,0.34375,0.6875,0.68861264,0.44429663,-0.5234064,-0.25930247,0.5088878,0.028078044,0.68861264,0.5088878,0.17972481,Great Fit,CNTT,21,1,2
9383,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.03125,0.0,0.25,0.0,-0.48462233,-0.2638841,0.808985,0.5672202,-0.14728735,0.10769353,0.808985,0.5672202,0.24176474,Best Fit,MKT,16,1,1
23116,4.0,7.0,0.0,7.0,12.0,18.0,0.125,0.21875,0.0,0.21875,0.375,0.5625,0.37785745,0.67940396,0.6943009,0.86338586,-0.6148541,0.94859326,0.94859326,0.86338586,0.085207395,Best Fit,KETOAN,19,1,2
24906,16.0,22.0,28.0,20.0,17.0,14.0,0.5,0.6875,0.875,0.625,0.53125,0.4375,-0.25297445,-0.57707953,-0.3289076,-0.6870276,0.69310635,-0.58581686,0.69310635,-0.25297445,0.9460808,Great Fit,TTDPT,24,2,3
27398,11.0,24.0,6.0,12.0,18.0,12.0,0.34375,0.75,0.1875,0.375,0.5625,0.375,0.45444956,0.5347151,0.34815234,0.058667213,-0.65278673,0.3428309,0.5347151,0.45444956,0.08026555,Good Fit,ATTT,24,1,3
27765,0.0,6.0,0.0,24.0,25.0,21.0,0.0,0.1875,0.0,0.75,0.78125,0.65625,-0.22761276,0.10493263,0.7550829,0.688694,-0.6755304,0.58679163,0.7550829,0.688694,0.06638894,Best Fit,MKT,18,2,2
22481,13.0,10.0,24.0,14.0,5.0,8.0,0.40625,0.3125,0.75,0.4375,0.15625,0.25,-0.3074132,-0.6255214,-0.6458233,-0.67850083,0.8374811,-0.68176115,0.8374811,-0.3074132,1.1448942,Best Fit,TTDPT,50,1,2
1145,0.0,15.0,21.0,5.0,0.0,0.0,0.0,0.46875,0.65625,0.15625,0.0,0.0,0.044636145,-0.31024447,-0.3541318,-0.6782758,0.6670446,-0.41065386,0.6670446,0.044636145,0.62240845,Great Fit,TTDPT,16,2,1
2785,10.0,22.0,20.0,24.0,19.0,24.0,0.3125,0.6875,0.625,0.75,0.59375,0.75,0.15012537,0.1782782,0.40878758,0.18655014,-0.20380692,0.5402342,0.5402342,0.40878758,0.1314466,Good Fit,KETOAN,17,2,2
17617,8.0,17.0,4.0,7.0,13.0,20.0,0.25,0.53125,0.125,0.21875,0.40625,0.625,0.7722088,0.9280499,0.48946157,0.568487,-0.53994244,0.9117838,0.9280499,0.9117838,0.016266111,Best Fit,ATTT,24,1,2
9646,0.0,0.0,0.0,5.0,5.0,14.0,0.0,0.0,0.0,0.15625,0.15625,0.4375,0.2277124,0.48253056,0.5486745,0.8086529,-0.37013498,0.8649401,0.8649401,0.8086529,0.05628721,Best Fit,KETOAN,26,2,2
9627,20.0,23.0,11.0,16.0,13.0,23.0,0.625,0.71875,0.34375,0.5,0.40625,0.71875,0.892311,0.9193131,-0.20217565,0.05283905,-0.49730542,0.5287176,0.9193131,0.892311,0.027002104,Best Fit,ATTT,15,2,1
17374,22.0,13.0,20.0,24.0,21.0,26.0,0.6875,0.40625,0.625,0.75,0.65625,0.8125,-0.32323682,-0.10226594,0.15634054,0.5487982,-0.08293076,0.2584174,0.5487982,0.2584174,0.29038078,Good Fit,TMDT,23,2,3
23937,13.0,18.0,10.0,22.0,11.0,23.0,0.40625,0.5625,0.3125,0.6875,0.34375,0.71875,0.45810384,0.56311244,-0.009474951,0.1452105,-0.59077924,0.5812283,0.5812283,0.56311244,0.018115856,Good Fit,KETOAN,43,2,2
8149,5.0,23.0,10.0,17.0,8.0,20.0,0.15625,0.71875,0.3125,0.53125,0.25,0.625,0.64807004,0.6052425,0.07229528,-0.047117833,-0.3682888,0.5713653,0.64807004,0.6052425,0.042827517,Great Fit,CNTT,24,1,2
16933,13.0,19.0,4.0,14.0,20.0,25.0,0.40625,0.59375,0.125,0.4375,0.625,0.78125,0.53940725,0.81479406,0.58623505,0.69929373,-0.76827025,0.88641423,0.88641423,0.81479406,0.07162018,Best Fit,KETOAN,21,2,2
3034,9.0,14.0,13.0,11.0,17.0,14.0,0.28125,0.4375,0.40625,0.34375,0.53125,0.4375,0.04193336,0.17253315,0.900673,0.5959376,-0.11637384,0.5603538,0.900673,0.5959376,0.30473533,Best Fit,MKT,18,2,2
24831,13.0,10.0,17.0,9.0,14.0,6.0,0.40625,0.3125,0.53125,0.28125,0.4375,0.1875,-0.57608074,-0.737451,-0.11600501,-0.32175937,0.6875953,-0.72543013,0.6875953,-0.11600501,0.8036003,Great Fit,TTDPT,35,2,2
21839,14.0,23.0,21.0,23.0,26.0,23.0,0.4375,0.71875,0.65625,0.71875,0.8125,0.71875,-0.08261192,0.060186908,0.8182801,0.45303342,-0.30607146,0.5324169,0.8182801,0.5324169,0.28586322,Best Fit,MKT,29,2,4
7277,11.0,6.0,6.0,9.0,28.0,28.0,0.34375,0.1875,0.1875,0.28125,0.875,0.875,0.03433972,0.3652694,0.81964403,0.9971766,-0.3679605,0.7546266,0.9971766,0.81964403,0.17753258,Best Fit,TMDT,34,1,4
16272,9.0,29.0,7.0,12.0,15.0,23.0,0.28125,0.90625,0.21875,0.375,0.46875,0.71875,0.81739986,0.85723853,0.29950473,0.20113553,-0.51704097,0.71846503,0.85723853,0.81739986,0.03983872,Best Fit,ATTT,20,2,3
25080,17.0,23.0,3.0,13.0,10.0,24.0,0.53125,0.71875,0.09375,0.40625,0.3125,0.75,0.8562587,0.94523907,-0.030273316,0.19184883,-0.6196564,0.6398352,0.94523907,0.8562587,0.08898037,Best Fit,ATTT,52,2,3
236,12.0,19.0,28.0,11.0,19.0,20.0,0.375,0.59375,0.875,0.34375,0.59375,0.625,0.085406505,-0.10236371,0.22575338,0.065589294,0.74694175,0.10678769,0.74694175,0.22575338,0.5211883,Best Fit,TTDPT,32,1,2
2945,16.0,32.0,12.0,9.0,12.0,13.0,0.5,1.0,0.375,0.28125,0.375,0.40625,0.73277205,0.56641495,-0.21042162,-0.39066288,-0.15979886,0.08278157,0.73277205,0.56641495,0.16635709,Best Fit,CNTT,49,1,4
4383,5.0,9.0,16.0,21.0,26.0,20.0,0.15625,0.28125,0.5,0.65625,0.8125,0.625,-0.47597086,-0.2340227,0.8263722,0.6622456,-0.20414537,0.41718918,0.8263722,0.6622456,0.16412662,Best Fit,MKT,18,2,2
13484,10.0,12.0,4.0,23.0,12.0,24.0,0.3125,0.375,0.125,0.71875,0.375,0.75,0.20313284,0.4423089,0.25236282,0.436615,-0.7032814,0.64070606,0.64070606,0.4423089,0.19839716,Great Fit,KETOAN,18,2,2
8605,8.0,3.0,27.0,17.0,5.0,10.0,0.25,0.09375,0.84375,0.53125,0.15625,0.3125,-0.49261758,-0.6886033,-0.3284963,-0.33792606,0.74682987,-0.44810998,0.74682987,-0.3284963,1.0753262,Best Fit,TTDPT,15,1,1
2917,16.0,25.0,19.0,13.0,20.0,21.0,0.5,0.78125,0.59375,0.40625,0.625,0.65625,0.70887387,0.6245525,0.32010648,0.14994127,0.035386574,0.49916434,0.70887387,0.6245525,0.08432135,Great Fit,CNTT,13,1,2
21415,20.0,15.0,21.0,4.0,3.0,16.0,0.625,0.46875,0.65625,0.125,0.09375,0.5,0.46904472,0.18728064,-0.63927656,-0.37002006,0.6899967,-0.18588664,0.6899967,0.46904472,0.22095202,Great Fit,TTDPT,48,1,2
2348,2.0,0.0,0.0,5.0,14.0,4.0,0.0625,0.0,0.0,0.15625,0.4375,0.125,-0.48544925,-0.14454247,0.83997244,0.72837,-0.47165915,0.28824106,0.83997244,0.72837,0.11160242,Best Fit,MKT,14,1,1
7627,2.0,15.0,5.0,15.0,17.0,16.0,0.0625,0.46875,0.15625,0.46875,0.53125,0.5,0.16189891,0.3882568,0.7540468,0.5275448,-0.6800628,0.72056407,0.7540468,0.72056407,0.033482734,Best Fit,MKT,33,2,4
8155,12.0,27.0,4.0,7.0,9.0,15.0,0.375,0.84375,0.125,0.21875,0.28125,0.46875,0.871342,0.82365257,-0.047664054,-0.105714224,-0.43263304,0.4117684,0.871342,0.82365257,0.047689475,Best Fit,CNTT,16,2,1
18168,20.0,10.0,17.0,16.0,28.0,30.0,0.625,0.3125,0.53125,0.5,0.875,0.9375,-0.10109733,0.19232015,0.6530226,0.9447293,-0.13064888,0.5941591,0.9447293,0.6530226,0.29170677,Best Fit,TMDT,16,2,1
17996,10.0,12.0,8.0,15.0,4.0,28.0,0.3125,0.375,0.25,0.46875,0.125,0.875,0.5863743,0.6549829,-0.01764062,0.3288681,-0.24112776,0.7035955,0.7035955,0.6549829,0.04861255,Great Fit,KETOAN,25,1,3
14424,11.0,25.0,15.0,14.0,17.0,18.0,0.34375,0.78125,0.46875,0.4375,0.53125,0.5625,0.6527002,0.5882016,0.31132478,0.005688053,-0.24787775,0.49778515,0.6527002,0.5882016,0.064498626,Great Fit,CNTT,17,2,2
17267,3.0,10.0,4.0,15.0,24.0,24.0,0.09375,0.3125,0.125,0.46875,0.75,0.75,0.03773567,0.36301106,0.88803136,0.8736781,-0.58446014,0.8238051,0.88803136,0.8736781,0.014353262,Best Fit,MKT,18,2,3
28813,17.0,6.0,12.0,13.0,18.0,24.0,0.53125,0.1875,0.375,0.40625,0.5625,0.75,-0.030613946,0.23779486,0.4088296,0.8364895,-0.12690398,0.54479456,0.8364895,0.54479456,0.29169494,Best Fit,TMDT,19,1,2
24005,19.0,15.0,9.0,13.0,10.0,25.0,0.59375,0.46875,0.28125,0.40625,0.3125,0.78125,0.70356494,0.80474436,-0.12434524,0.35407028,-0.3194814,0.6162864,0.80474436,0.70356494,0.1011794,Best Fit,ATTT,40,1,4
21847,18.0,24.0,8.0,17.0,17.0,26.0,0.5625,0.75,0.25,0.53125,0.53125,0.8125,0.7816899,0.9423204,0.20685023,0.37713018,-0.722094,0.7680046,0.9423204,0.7816899,0.16063054,Best Fit,ATTT,51,1,3
16368,22.0,23.0,13.0,16.0,10.0,20.0,0.6875,0.71875,0.40625,0.5,0.3125,0.625,0.8097143,0.7013339,-0.5897135,-0.33332762,-0.24265441,0.14332296,0.8097143,0.7013339,0.10838045,Best Fit,CNTT,37,1,3
21939,23.0,25.0,15.0,22.0,20.0,17.0,0.71875,0.78125,0.46875,0.6875,0.625,0.53125,0.24933983,0.28053373,-0.25744623,-0.3722892,-0.66825753,-0.16932267,0.28053373,0.24933983,0.031193886,Good Fit,ATTT,15,1,0
5245,0.0,0.0,13.0,0.0,10.0,0.0,0.0,0.0,0.40625,0.0,0.3125,0.0,-0.5688304,-0.6420896,0.3474828,0.09422972,0.66453266,-0.28755724,0.66453266,0.3474828,0.3170499,Great Fit,TTDPT,31,2,3
8088,9.0,6.0,21.0,24.0,30.0,24.0,0.28125,0.1875,0.65625,0.75,0.9375,0.75,-0.58850765,-0.35195184,0.7287645,0.6775695,-0.04515212,0.30988112,0.7287645,0.6775695,0.05119496,Best Fit,MKT,17,2,1
6923,26.0,22.0,17.0,17.0,0.0,32.0,0.8125,0.6875,0.53125,0.53125,0.0,1.0,0.7051453,0.5826127,-0.5846787,-0.17307585,0.07116978,0.24422307,0.7051453,0.5826127,0.12253265,Great Fit,CNTT,41,2,3
28317,20.0,11.0,9.0,6.0,2.0,17.0,0.625,0.34375,0.28125,0.1875,0.0625,0.53125,0.61637896,0.5303751,-0.5867845,-0.09604726,0.12259747,0.10318356,0.61637896,0.5303751,0.08600387,Great Fit,CNTT,38,1,3
3516,10.0,18.0,7.0,8.0,8.0,8.0,0.3125,0.5625,0.21875,0.25,0.25,0.25,0.6757535,0.53965855,-0.22550943,-0.42782602,-0.30745032,0.05336383,0.6757535,0.53965855,0.1360949,Great Fit,CNTT,24,1,3
10798,14.0,17.0,11.0,21.0,30.0,20.0,0.4375,0.53125,0.34375,0.65625,0.9375,0.625,-0.25241253,0.095753536,0.87350667,0.71498305,-0.6915019,0.4808572,0.87350667,0.71498305,0.1585236,Best Fit,MKT,17,1,1
11510,0.0,17.0,2.0,18.0,8.0,17.0,0.0,0.53125,0.0625,0.5625,0.25,0.53125,0.39543584,0.505272,0.29702592,0.17499438,-0.65514576,0.62954134,0.62954134,0.505272,0.124269366,Great Fit,KETOAN,17,2,2
17925,15.0,22.0,25.0,31.0,30.0,29.0,0.46875,0.6875,0.78125,0.96875,0.9375,0.90625,-0.32523143,-0.13580476,0.707947,0.5108621,-0.25874177,0.46765652,0.707947,0.5108621,0.19708492,Great Fit,MKT,26,2,2
29110,4.0,12.0,0.0,4.0,7.0,9.0,0.125,0.375,0.0,0.125,0.21875,0.28125,0.74918735,0.8651722,0.3643127,0.29763442,-0.6743957,0.70307297,0.8651722,0.74918735,0.115984835,Best Fit,ATTT,38,2,3
29692,2.0,4.0,0.0,6.0,8.0,6.0,0.0625,0.125,0.0,0.1875,0.25,0.1875,-0.05295796,0.29925275,0.7889536,0.70456034,-0.82918084,0.6357977,0.7889536,0.70456034,0.0843933,Best Fit,MKT,40,1,4
21856,15.0,24.0,8.0,10.0,16.0,18.0,0.46875,0.75,0.25,0.3125,0.5,0.5625,0.8124694,0.8659501,0.20775725,0.1762574,-0.5256365,0.55681044,0.8659501,0.8124694,0.05348069,Best Fit,ATTT,46,1,4
12227,8.0,5.0,14.0,20.0,23.0,12.0,0.25,0.15625,0.4375,0.625,0.71875,0.375,-0.80894375,-0.57317775,0.62995195,0.46075818,-0.15940282,0.011755403,0.62995195,0.46075818,0.1691938,Great Fit,MKT,35,0,3
28773,6.0,10.0,13.0,11.0,11.0,18.0,0.1875,0.3125,0.40625,0.34375,0.34375,0.5625,0.25093254,0.31077904,0.47288746,0.5566462,0.112263404,0.7400048,0.7400048,0.5566462,0.18335855,Best Fit,KETOAN,17,2,1
29225,22.0,24.0,17.0,4.0,11.0,23.0,0.6875,0.75,0.53125,0.125,0.34375,0.71875,0.8410229,0.6930735,-0.26134038,-0.029324211,0.2326653,0.28146946,0.8410229,0.6930735,0.14794941,Best Fit,CNTT,28,1,4
12461,15.0,18.0,14.0,12.0,12.0,16.0,0.46875,0.5625,0.4375,0.375,0.375,0.5,0.9508119,0.7676649,-0.32932934,-0.23051603,0.036139984,0.3067945,0.9508119,0.7676649,0.18314701,Best Fit,CNTT,57,2,2
11189,0.0,6.0,3.0,8.0,3.0,10.0,0.0,0.1875,0.09375,0.25,0.09375,0.3125,0.3753021,0.46542352,0.28425646,0.29916924,-0.39579496,0.71379,0.71379,0.46542352,0.24836645,Great Fit,KETOAN,35,2,2
16331,21.0,15.0,6.0,3.0,3.0,11.0,0.65625,0.46875,0.1875,0.09375,0.09375,0.34375,0.64455277,0.5321468,-0.5940843,-0.28120446,-0.003806565,-0.07197646,0.64455277,0.5321468,0.11240593,Great Fit,CNTT,56,1,2
14020,9.0,15.0,18.0,8.0,7.0,10.0,0.28125,0.46875,0.5625,0.25,0.21875,0.3125,0.27968904,-0.08664751,-0.39286524,-0.56700414,0.75603354,-0.2561338,0.75603354,0.27968904,0.47634453,Best Fit,TTDPT,28,2,2
24530,23.0,19.0,12.0,17.0,15.0,29.0,0.71875,0.59375,0.375,0.53125,0.46875,0.90625,0.68718857,0.8227146,-0.051415067,0.41455394,-0.39796177,0.6507231,0.8227146,0.68718857,0.13552606,Best Fit,ATTT,29,2,3
345,18.0,21.0,21.0,21.0,22.0,20.0,0.5625,0.65625,0.65625,0.65625,0.6875,0.625,-0.30122772,-0.25294453,0.6755047,0.1848207,-0.07716989,0.1850501,0.6755047,0.1850501,0.4904546,Great Fit,MKT,23,2,3
13981,1.0,6.0,9.0,4.0,3.0,17.0,0.03125,0.1875,0.28125,0.125,0.09375,0.53125,0.5059068,0.48849246,0.22449183,0.41704035,0.20549157,0.719445,0.719445,0.5059068,0.21353815,Great Fit,KETOAN,17,2,2
24873,17.0,21.0,15.0,20.0,18.0,24.0,0.53125,0.65625,0.46875,0.625,0.5625,0.75,0.6614184,0.82427615,0.2952219,0.43786845,-0.6507421,0.8623523,0.8623523,0.82427615,0.038076147,Best Fit,KETOAN,17,1,2
4024,23.0,22.0,8.0,17.0,15.0,12.0,0.71875,0.6875,0.25,0.53125,0.46875,0.375,0.30322298,0.3350201,-0.35862276,-0.3318165,-0.5896364,-0.18798852,0.3350201,0.30322298,0.03179712,Good Fit,ATTT,16,2,1
4201,13.0,12.0,10.0,11.0,12.0,20.0,0.40625,0.375,0.3125,0.34375,0.375,0.625,0.6133318,0.78413916,0.2676075,0.6761858,-0.28109968,0.8535393,0.8535393,0.78413916,0.06940011,Best Fit,KETOAN,26,2,2
28487,16.0,0.0,0.0,0.0,2.0,13.0,0.5,0.0,0.0,0.0,0.0625,0.40625,0.35226667,0.46145475,-0.21820532,0.3373108,-0.08266999,0.24330105,0.46145475,0.35226667,0.10918809,Good Fit,ATTT,22,1,2
8892,11.0,14.0,18.0,16.0,23.0,21.0,0.34375,0.4375,0.5625,0.5,0.71875,0.65625,-0.21719669,-0.011295284,0.9089633,0.7995041,-0.027593028,0.59465814,0.9089633,0.7995041,0.10945921,Best Fit,MKT,18,2,2
23681,8.0,21.0,3.0,8.0,14.0,26.0,0.25,0.65625,0.09375,0.25,0.4375,0.8125,0.792405,0.93682986,0.44506404,0.53963923,-0.5342292,0.9217295,0.93682986,0.9217295,0.015100387,Best Fit,ATTT,23,2,3
14075,6.0,17.0,14.0,11.0,8.0,16.0,0.1875,0.53125,0.4375,0.34375,0.25,0.5,0.63530964,0.46499044,0.029814001,-0.096737206,0.14004949,0.47712383,0.63530964,0.47712383,0.15818582,Great Fit,CNTT,43,2,4
17603,8.0,11.0,16.0,22.0,17.0,31.0,0.25,0.34375,0.5,0.6875,0.53125,0.96875,0.07622685,0.25174367,0.47282866,0.633225,-0.17994402,0.7256396,0.7256396,0.633225,0.09241454,Great Fit,KETOAN,43,2,2
15260,9.0,29.0,9.0,10.0,13.0,12.0,0.28125,0.90625,0.28125,0.3125,0.40625,0.375,0.65700233,0.56236154,0.068779856,-0.23086086,-0.33251867,0.2604184,0.65700233,0.56236154,0.09464079,Great Fit,CNTT,59,1,4
25808,7.0,4.0,15.0,6.0,7.0,5.0,0.21875,0.125,0.46875,0.1875,0.21875,0.15625,-0.5218222,-0.73505294,-0.20129192,-0.2731397,0.9289665,-0.55770063,0.9289665,-0.20129192,1.1302584,Best Fit,TTDPT,18,1,1
17210,19.0,22.0,15.0,28.0,12.0,23.0,0.59375,0.6875,0.46875,0.875,0.375,0.71875,0.30432463,0.30583394,-0.38599896,-0.26114705,-0.46739587,0.16781087,0.30583394,0.30432463,0.00150931,Good Fit,ATTT,18,2,2
